Gene	Protein.class	TF	Transporters	Receptors	Enzymes	Peptidase	Kinase	Cancer	RBP
SNX22	Predicted intracellular proteins	0	0	0	0	0	0	0	0
UBN2	Predicted intracellular proteins	0	0	0	0	0	0	0	0
BRAF	Cancer-related genes, Disease related genes, Enzymes, FDA approved drug targets, Predicted intracellular proteins	0	0	0	1	0	1	1	0
SLC34A2	Cancer-related genes, Disease related genes, Potential drug targets, Predicted membrane proteins, Transporters	0	1	0	0	0	0	1	0
ACAN	Predicted intracellular proteins, Predicted secreted proteins	0	0	0	0	0	0	0	0
PSMG3	Predicted intracellular proteins	0	0	0	0	0	0	0	0
CABP1	Predicted intracellular proteins, Predicted secreted proteins	0	0	0	0	0	0	0	0
WDR19	Disease related genes, Predicted intracellular proteins	0	0	0	0	0	0	0	0
SLC37A3	Predicted intracellular proteins, Predicted membrane proteins, Transporters	0	1	0	0	0	0	0	0
AP3S2	Predicted intracellular proteins	0	0	0	0	0	0	0	0
FMNL2	Predicted intracellular proteins	0	0	0	0	0	0	0	0
GAREM2	Predicted intracellular proteins	0	0	0	0	0	0	0	0
SPPL3	Enzymes, Predicted membrane proteins	0	0	0	1	1	0	0	0
DPYSL5	Plasma proteins, Predicted intracellular proteins	0	0	0	0	0	0	0	0
DRC1	Disease related genes, Predicted intracellular proteins	0	0	0	0	0	0	0	0
RAB28	Disease related genes, Predicted intracellular proteins	0	0	0	0	0	0	0	0
FAM213B	Enzymes, Predicted intracellular proteins	0	0	0	1	0	0	0	0
TNFRSF14	Cancer-related genes, CD markers, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	0	0	1	0	0	0	1	0
PANK4	Enzymes, Predicted intracellular proteins	0	0	0	1	0	0	0	0
CIB4	Predicted intracellular proteins	0	0	0	0	0	0	0	0
MEGF11	Predicted intracellular proteins, Predicted membrane proteins	0	0	0	0	0	0	0	0
C12orf43	Predicted intracellular proteins	0	0	0	0	0	0	0	0
PEX10	Disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters	0	1	0	0	0	0	0	0
RER1	Predicted membrane proteins, Transporters	0	1	0	0	0	0	0	0
RADIL	Predicted intracellular proteins	0	0	0	0	0	0	0	0
SKI	Disease related genes, Plasma proteins, Predicted intracellular proteins	1	0	0	0	0	0	0	0
WIPI2	Predicted intracellular proteins	0	0	0	0	0	0	0	0
LDLRAP1	Disease related genes, Predicted intracellular proteins	0	0	0	0	0	0	0	0
AGAP1	Plasma proteins, Predicted intracellular proteins	0	0	0	0	0	0	0	0
KRTCAP3	Predicted intracellular proteins, Predicted membrane proteins	0	0	0	0	0	0	0	0
ANKRD61	Predicted intracellular proteins	0	0	0	0	0	0	0	0
PAFAH2	Enzymes, Predicted intracellular proteins	0	0	0	1	0	0	0	0
EXTL1	Enzymes, Predicted secreted proteins	0	0	0	1	0	0	0	0
SLC30A2	Disease related genes, Potential drug targets, Predicted membrane proteins, Transporters	0	1	0	0	0	0	0	0
BRE	Cancer-related genes, Predicted intracellular proteins	0	0	0	0	0	0	1	0
TRIM63	Enzymes, Predicted intracellular proteins	0	0	0	1	0	0	0	0
WDR66	Predicted intracellular proteins	0	0	0	0	0	0	0	0
MRPL17	Predicted intracellular proteins, Ribosomal proteins	0	0	0	0	0	0	0	1
DUSP2	Enzymes, Predicted intracellular proteins	0	0	0	1	0	0	0	0
GRHL3	Disease related genes, Predicted intracellular proteins, Predicted secreted proteins, Transcription factors	1	0	0	0	0	0	0	0
UBXN11	Predicted intracellular proteins	0	0	0	0	0	0	0	0
NLRP14	Plasma proteins, Predicted intracellular proteins	0	0	1	0	0	0	0	0
PTPDC1	Predicted intracellular proteins	0	0	0	0	0	0	0	0
GALNT14	Enzymes, Predicted intracellular proteins, Predicted membrane proteins	0	0	0	1	0	0	0	0
NCK1	Predicted intracellular proteins	0	0	0	0	0	0	0	0
HPD	Disease related genes, Enzymes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins	0	0	0	1	0	0	0	0
RHPN1	Plasma proteins, Predicted intracellular proteins	0	0	0	0	0	0	0	0
TPRG1L	Predicted intracellular proteins	0	0	0	0	0	0	0	0
LRRC43	Predicted intracellular proteins	0	0	0	0	0	0	0	0
AAED1	Predicted intracellular proteins	0	0	0	0	0	0	0	0
XDH	Disease related genes, Enzymes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins	0	0	0	1	0	0	0	0
XKR8	Predicted membrane proteins, Transporters	0	1	0	0	0	0	0	0
CNNM4	Disease related genes, Potential drug targets, Predicted membrane proteins, Transporters	0	1	0	0	0	0	0	0
EYA3	Enzymes, Predicted intracellular proteins	0	0	0	1	0	0	0	0
DZIP1L	Predicted intracellular proteins	0	0	0	0	0	0	0	1
TMSB15A	Predicted intracellular proteins	0	0	0	0	0	0	0	0
FANCC	Cancer-related genes, Disease related genes, Plasma proteins, Predicted intracellular proteins	0	0	0	0	0	0	1	0
MRAS	Predicted intracellular proteins, RAS pathway related proteins	0	0	0	0	0	0	0	0
WASF2	Predicted intracellular proteins	0	0	0	0	0	0	0	0
ABHD3	Enzymes, Predicted intracellular proteins, Predicted membrane proteins	0	0	0	1	0	0	0	0
ESYT3	Predicted membrane proteins, Transporters	0	1	0	0	0	0	0	0
FAIM	Predicted intracellular proteins	0	0	0	0	0	0	0	0
FAM46B	Predicted secreted proteins	0	0	0	0	0	0	0	0
CLSTN2	Predicted membrane proteins	0	0	0	0	0	0	0	0
COLEC12	Predicted membrane proteins	0	0	0	0	0	0	0	0
RNF207	Predicted intracellular proteins	0	0	0	0	0	0	0	0
CUL4B	Cancer-related genes, Disease related genes, Plasma proteins, Predicted intracellular proteins	0	0	0	0	0	0	1	0
GPR153	G-protein coupled receptors, Predicted membrane proteins	0	0	1	0	0	0	0	0
SLC13A3	Predicted membrane proteins, Transporters	0	1	0	0	0	0	0	0
GPRASP2	Predicted intracellular proteins	0	0	0	0	0	0	0	0
RHBDL2	Enzymes, Predicted membrane proteins	0	0	0	1	1	0	0	0
AUTS2	Disease related genes, Plasma proteins, Predicted intracellular proteins	0	0	0	0	0	0	0	0
SHROOM4	Disease related genes, Predicted intracellular proteins	0	0	0	0	0	0	0	0
HIST1H2BD	Predicted intracellular proteins	0	0	0	0	0	0	0	0
CDC25C	Cancer-related genes, Enzymes, Predicted intracellular proteins	0	0	0	1	0	0	1	0
HIST1H4H	Disease related genes, Predicted intracellular proteins	0	0	0	0	0	0	0	0
MITD1	Predicted intracellular proteins	0	0	0	0	0	0	0	0
EIF5B	Enzymes, Plasma proteins, Predicted intracellular proteins	0	0	0	1	0	0	0	1
RIBC1	Predicted intracellular proteins	0	0	0	0	0	0	0	0
TMSB15B	Predicted intracellular proteins	0	0	0	0	0	0	0	0
CATIP	Predicted intracellular proteins	0	0	0	0	0	0	0	0
CNOT11	Predicted intracellular proteins	0	0	0	0	0	0	0	1
KCNB1	Disease related genes, FDA approved drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters, Voltage-gated ion channels	0	1	0	0	0	0	0	0
TSPAN33	Predicted membrane proteins, Transporters	0	1	0	0	0	0	0	0
NRG2	Cancer-related genes, Predicted membrane proteins	0	0	0	0	0	0	1	0
AHCYL2	Enzymes, Predicted intracellular proteins, Predicted secreted proteins	0	0	0	1	0	0	0	0
B4GALT5	Predicted secreted proteins	0	0	0	0	0	0	0	0
CD1D	Cancer-related genes, CD markers, Predicted membrane proteins	0	0	0	0	0	0	1	0
CD1A	CD markers, Predicted membrane proteins	0	0	0	0	0	0	0	0
SPATA2	Predicted intracellular proteins	0	0	0	0	0	0	0	0
CD1C	CD markers, Predicted intracellular proteins, Predicted membrane proteins	0	0	0	0	0	0	0	0
FAM86C1	Predicted intracellular proteins	0	0	0	0	0	0	0	0
CD1B	CD markers, Predicted membrane proteins	0	0	0	0	0	0	0	0
DNAH3	Plasma proteins, Predicted intracellular proteins	0	0	0	0	0	0	0	0
CD1E	CD markers, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	0	0	0	0	0	0	0	0
HMHB1	Predicted intracellular proteins	0	0	0	0	0	0	0	0
CPA2	Enzymes, Predicted secreted proteins	0	0	0	1	1	0	0	0
NCF1	Disease related genes, Predicted intracellular proteins	0	0	0	0	0	0	0	0
CPA5	Enzymes, Predicted intracellular proteins	0	0	0	1	1	0	0	0
TSR2	Disease related genes, Predicted intracellular proteins	0	0	0	0	0	0	0	1
PPP1R9A	Plasma proteins, Predicted intracellular proteins	0	0	0	0	0	0	0	0
ZC3H18	Predicted intracellular proteins	0	0	0	0	0	0	0	1
ZFAND2B	Predicted intracellular proteins	0	0	0	0	0	0	0	0
POM121L2	Predicted intracellular proteins	0	0	0	0	0	0	0	0
GDPD5	Predicted membrane proteins	0	0	0	0	0	0	0	0
DYNC1I1	Predicted intracellular proteins	0	0	0	0	0	0	0	0
PFKFB1	Enzymes, Predicted intracellular proteins	0	0	0	1	0	0	0	0
ALAS2	Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins, Predicted secreted proteins	0	0	0	1	0	0	0	0
TMED4	Predicted membrane proteins, Predicted secreted proteins	0	0	0	0	0	0	0	0
PPP1R15B	Disease related genes, Predicted intracellular proteins	0	0	0	0	0	0	0	0
COPG2	Plasma proteins, Predicted intracellular proteins	0	0	0	0	0	0	0	0
EMSY	Plasma proteins, Predicted intracellular proteins	0	0	0	0	0	0	0	0
PAGE5	Predicted intracellular proteins	0	0	0	0	0	0	0	0
GPAT4	Enzymes, Predicted membrane proteins	0	0	0	1	0	0	0	0
PKD1L1	Disease related genes, Plasma proteins, Potential drug targets, Predicted membrane proteins, Transporters	0	1	0	0	0	0	0	0
ZSCAN12	Predicted intracellular proteins, Transcription factors	1	0	0	0	0	0	0	0
TAGLN2	Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins	0	0	0	0	0	0	0	0
ELK4	Cancer-related genes, Predicted intracellular proteins, Transcription factors	1	0	0	0	0	0	1	0
SLAMF8	CD markers, Predicted membrane proteins	0	0	0	0	0	0	0	0
SLC45A3	Cancer-related genes, Predicted membrane proteins, Transporters	0	1	0	0	0	0	1	0
DUSP23	Enzymes, Predicted intracellular proteins	0	0	0	1	0	0	0	0
RNF166	Predicted intracellular proteins	0	0	0	0	0	0	0	0
NBL1	Predicted intracellular proteins, Predicted secreted proteins	0	0	0	0	0	0	0	0
HTR6	FDA approved drug targets, G-protein coupled receptors, Predicted membrane proteins	0	0	1	0	0	0	0	0
ITLN2	Predicted secreted proteins	0	0	0	0	0	0	0	0
F11R	CD markers, Plasma proteins, Predicted membrane proteins	0	0	0	0	0	0	0	0
USF1	Disease related genes, Plasma proteins, Predicted intracellular proteins, Transcription factors	1	0	0	0	0	0	0	0
PLA2G2F	Enzymes, Predicted membrane proteins, RAS pathway related proteins	0	0	0	1	0	0	0	0
SPATA2L	Predicted intracellular proteins	0	0	0	0	0	0	0	0
NIT1	Predicted intracellular proteins	0	0	0	0	0	0	0	0
DEDD	Predicted intracellular proteins	0	0	0	0	0	0	0	0
ZNF276	Predicted intracellular proteins, Transcription factors	1	0	0	0	0	0	0	0
NPM2	Predicted intracellular proteins	0	0	0	0	0	0	0	1
EDA	Disease related genes, Predicted intracellular proteins, Predicted membrane proteins	0	0	0	0	0	0	0	0
FGF17	Cancer-related genes, Disease related genes, Predicted secreted proteins, RAS pathway related proteins	0	0	0	0	0	0	1	0
VWA5B1	Predicted intracellular proteins	0	0	0	0	0	0	0	0
CDA	Enzymes, Plasma proteins, Predicted intracellular proteins	0	0	0	1	0	0	0	0
PINK1	Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins	0	0	0	1	0	1	0	0
B4GALT3	Enzymes, Predicted intracellular proteins	0	0	0	1	0	0	0	0
DMTN	Plasma proteins, Predicted intracellular proteins	0	0	0	0	0	0	0	0
ADAMTS4	Cancer-related genes, Enzymes, Predicted intracellular proteins, Predicted membrane proteins	0	0	0	1	0	0	1	0
FAM160B2	Predicted intracellular proteins	0	0	0	0	0	0	0	0
NDUFS2	Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins	0	0	0	1	0	0	0	0
SLC5A11	Predicted membrane proteins	0	1	0	0	0	0	0	0
FCER1G	FDA approved drug targets, Predicted membrane proteins	0	0	1	0	0	0	0	0
APOA2	Cancer-related genes, Candidate cardiovascular disease genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins	0	0	0	0	0	0	1	0
TOMM40L	Predicted intracellular proteins	0	0	0	0	0	0	0	0
MPZ	Disease related genes, Predicted intracellular proteins, Predicted membrane proteins	0	0	0	0	0	0	0	0
WFDC8	Predicted secreted proteins	0	0	0	0	0	0	0	0
CCAR2	Predicted intracellular proteins	0	0	0	0	0	0	0	1
WNT9B	Predicted intracellular proteins, Predicted secreted proteins	0	0	0	0	0	0	0	0
CACHD1	Predicted membrane proteins	0	0	0	0	0	0	0	0
CDC42SE2	Predicted intracellular proteins	0	0	0	0	0	0	0	0
RAPGEF6	Predicted intracellular proteins	0	0	0	0	0	0	0	0
EPB41	Disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters	0	1	0	0	0	0	0	0
MIS18A	Predicted intracellular proteins	0	0	0	0	0	0	0	0
ALG8	Disease related genes, Enzymes, Potential drug targets, Predicted membrane proteins	0	0	0	1	0	0	0	0
FBXW5	Predicted intracellular proteins	0	0	0	0	0	0	0	0
C21orf59	Disease related genes, Predicted intracellular proteins	0	0	0	0	0	0	0	0
SYNJ1	Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins	0	0	0	1	0	0	0	0
PAXBP1	Plasma proteins, Predicted intracellular proteins	0	0	0	0	0	0	0	0
IFNAR2	Cancer-related genes, Disease related genes, FDA approved drug targets, Predicted intracellular proteins, Predicted membrane proteins	0	0	1	0	0	0	1	0
MRPL10	Predicted intracellular proteins, Ribosomal proteins	0	0	0	0	0	0	0	1
IFNGR2	Disease related genes, FDA approved drug targets, Predicted membrane proteins	0	0	1	0	0	0	0	0
GART	Enzymes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins	0	0	0	1	0	0	0	0
SON	Disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Transporters	1	1	0	0	0	0	0	1
DONSON	Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	0	0	0	0	0	0	0	0
SV2A	FDA approved drug targets, Predicted membrane proteins	0	1	0	0	0	0	0	0
LAD1	Plasma proteins, Predicted intracellular proteins	0	0	0	0	0	0	0	0
STC1	Predicted intracellular proteins, Predicted secreted proteins	0	0	0	0	0	0	0	0
TNNI1	Predicted intracellular proteins	0	0	0	0	0	0	0	0
CSRP1	Plasma proteins, Predicted intracellular proteins	0	0	0	0	0	0	0	0
PRAC1	Predicted intracellular proteins	0	0	0	0	0	0	0	0
HOXB13	Disease related genes, Predicted intracellular proteins, Transcription factors	1	0	0	0	0	0	0	0
C1QC	Disease related genes, Plasma proteins, Predicted secreted proteins	0	0	0	0	0	0	0	0
KCNE2	Disease related genes, Predicted membrane proteins	0	0	0	0	0	0	0	0
ATP5G1	Predicted intracellular proteins, Predicted membrane proteins	0	0	0	0	0	0	0	0
RCAN1	Predicted intracellular proteins	0	0	0	0	0	0	0	0
UBE2Z	Enzymes, Predicted intracellular proteins	0	0	0	1	0	0	0	0
CIART	Predicted intracellular proteins	0	0	0	0	0	0	0	0
SNF8	Predicted intracellular proteins	0	0	0	0	0	0	0	0
CLIC6	Predicted intracellular proteins, Transporters	0	1	0	0	0	0	0	0
CCDC24	Predicted intracellular proteins	0	0	0	0	0	0	0	0
RUNX1	Cancer-related genes, Disease related genes, Plasma proteins, Predicted intracellular proteins, Transcription factors	1	0	0	0	0	0	1	0
IGF2BP1	Predicted intracellular proteins	0	0	0	0	0	0	0	1
GIP	Plasma proteins, Predicted secreted proteins	0	0	0	0	0	0	0	0
CBR1	Enzymes, Plasma proteins, Predicted intracellular proteins	0	0	0	1	0	0	0	0
CBR3	Enzymes, Predicted intracellular proteins	0	0	0	1	0	0	0	0
GJD2	Predicted membrane proteins	0	0	0	0	0	0	0	0
ACTC1	Disease related genes, Plasma proteins, Predicted intracellular proteins	0	0	0	0	0	0	0	0
MORC3	Predicted intracellular proteins	0	0	0	0	0	0	0	0
CHAF1B	Plasma proteins, Predicted intracellular proteins	0	0	0	0	0	0	0	0
CLDN14	Disease related genes, Predicted membrane proteins	0	0	0	0	0	0	0	0
SIM2	Predicted intracellular proteins, Transcription factors	1	0	0	0	0	0	0	0
HLCS	Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins	0	0	0	1	0	0	0	0
GOLGA6A	Predicted intracellular proteins	0	0	0	0	0	0	0	0
SCUBE1	Predicted intracellular proteins, Predicted secreted proteins	0	0	0	0	0	0	0	0
ARHGAP27	Predicted intracellular proteins	0	0	0	0	0	0	0	0
ADPGK	Enzymes, Predicted intracellular proteins, Predicted secreted proteins	0	0	0	1	0	0	0	0
PTMS	Predicted intracellular proteins	0	0	0	0	0	0	0	0
PLA2G4D	Enzymes, Predicted intracellular proteins, RAS pathway related proteins	0	0	0	1	0	0	0	0
PADI4	Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins	0	0	0	1	0	0	0	0
ADIPOR1	Predicted intracellular proteins, Predicted membrane proteins, Transporters	0	1	1	0	0	0	0	0
CYB5R1	Enzymes, Predicted intracellular proteins	0	0	0	1	0	0	0	0
PSMD4	Cancer-related genes, Predicted intracellular proteins	0	0	0	0	0	0	1	0
ATP13A2	Disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters	0	1	0	0	0	0	0	0
M1AP	Predicted intracellular proteins	0	0	0	0	0	0	0	0
PSMB4	Enzymes, Plasma proteins, Predicted intracellular proteins	0	0	0	1	1	0	0	0
IRX6	Predicted intracellular proteins, Transcription factors	1	0	0	0	0	0	0	0
BTG2	Cancer-related genes, Predicted intracellular proteins	0	0	0	0	0	0	1	0
CES5A	Enzymes, Predicted intracellular proteins, Predicted secreted proteins	0	0	0	1	0	0	0	0
HK2	Cancer-related genes, Enzymes, Plasma proteins, Predicted intracellular proteins	0	0	0	1	0	0	1	0
C1R	Disease related genes, Enzymes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins	0	0	0	1	1	0	0	0
CELF3	Predicted intracellular proteins	0	0	0	0	0	0	0	1
ALDH4A1	Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins	0	0	0	1	0	0	0	0
STARD9	Predicted intracellular proteins	0	0	0	0	0	0	0	0
THEM4	Enzymes, Predicted intracellular proteins	0	0	0	1	0	0	0	0
TCHH	Disease related genes, Plasma proteins, Predicted intracellular proteins	0	0	0	0	0	0	0	0
LCE2B	Predicted intracellular proteins	0	0	0	0	0	0	0	0
UBR1	Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins	0	0	0	1	0	0	0	0
AMFR	Enzymes, Predicted intracellular proteins, Predicted membrane proteins	0	0	0	1	0	0	0	0
MED8	Plasma proteins, Predicted intracellular proteins	0	0	0	0	0	0	0	0
TGM7	Cancer-related genes, Enzymes, Plasma proteins, Predicted intracellular proteins	0	0	0	1	0	0	1	0
RGL4	Predicted intracellular proteins, Predicted secreted proteins	0	0	0	0	0	0	0	0
SPRR2G	Predicted intracellular proteins	0	0	0	0	0	0	0	0
PGLYRP3	Predicted secreted proteins	0	0	0	0	0	0	0	0
ISL2	Predicted intracellular proteins, Transcription factors	1	0	0	0	0	0	0	0
RSPRY1	Disease related genes, Predicted intracellular proteins, Predicted secreted proteins	0	0	0	0	0	0	0	0
CCDC17	Predicted intracellular proteins	1	0	0	0	0	0	0	0
GPBP1L1	Predicted intracellular proteins	1	0	0	0	0	0	0	0
NAE1	Plasma proteins, Predicted intracellular proteins	0	0	0	0	0	0	0	0
TMEM69	Predicted membrane proteins	0	0	0	0	0	0	0	0
ADGRG5	G-protein coupled receptors, Predicted membrane proteins, Predicted secreted proteins	0	0	1	0	0	0	0	0
DRC7	Predicted intracellular proteins	0	0	0	0	0	0	0	0
ACE	Candidate cardiovascular disease genes, CD markers, Disease related genes, Enzymes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	0	0	0	1	1	0	0	0
TEPP	Predicted secreted proteins	0	0	0	0	0	0	0	0
UROC1	Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins	0	0	0	1	0	0	0	0
EFCAB14	Predicted membrane proteins	0	0	0	0	0	0	0	0
SPON2	Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins	0	0	0	0	0	0	0	0
CHCHD6	Predicted intracellular proteins	0	0	0	0	0	0	0	0
CTBP1	Plasma proteins, Predicted intracellular proteins	0	0	0	0	0	0	0	0
LRRC36	Predicted intracellular proteins	0	0	0	0	0	0	0	0
TPPP3	Predicted intracellular proteins	0	0	0	0	0	0	0	0
ZDHHC1	Enzymes, Predicted membrane proteins	0	0	0	1	0	0	0	0
ATP6V0D1	Plasma proteins, Predicted intracellular proteins, Transporters	0	1	0	0	0	0	0	0
AGRP	Disease related genes, Plasma proteins, Predicted secreted proteins	0	0	0	0	0	0	0	0
ZFYVE28	Plasma proteins, Predicted intracellular proteins	0	0	0	0	0	0	0	0
CARMIL2	Predicted intracellular proteins	0	0	0	0	0	0	0	0
C16orf86	Predicted intracellular proteins	0	0	0	0	0	0	0	0
PIP	Plasma proteins, Predicted secreted proteins	0	0	0	0	0	0	0	0
FAM131B	Cancer-related genes, Predicted intracellular proteins	0	0	0	0	0	0	1	0
RGS12	Plasma proteins, Predicted intracellular proteins	0	0	0	0	0	0	0	0
PSKH1	Enzymes, Predicted membrane proteins	0	0	0	1	0	1	0	0
ZYX	Plasma proteins, Predicted intracellular proteins	0	0	0	0	0	0	0	0
ABR	Predicted intracellular proteins	0	0	0	0	0	0	0	0
LYPD5	Predicted intracellular proteins, Predicted membrane proteins	0	0	0	0	0	0	0	0
CCDC117	Predicted intracellular proteins	0	0	0	0	0	0	0	0
ZNF230	Predicted intracellular proteins, Transcription factors	1	0	0	0	0	0	0	0
CCDC107	Predicted membrane proteins	0	0	0	0	0	0	0	0
ZNF222	Predicted intracellular proteins, Transcription factors	1	0	0	0	0	0	0	0
NPR2	Disease related genes, Enzymes, FDA approved drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters	0	1	1	1	0	1	0	0
ZNF221	Predicted intracellular proteins	1	0	0	0	0	0	0	0
ZNF233	Predicted intracellular proteins, Transcription factors	1	0	0	0	0	0	0	0
ZNF235	Predicted intracellular proteins, Transcription factors	1	0	0	0	0	0	0	0
GNE	Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins	0	0	0	1	0	0	0	0
TNFRSF13C	CD markers, Disease related genes, Predicted membrane proteins	0	0	1	0	0	0	0	0
OR3A3	G-protein coupled receptors, Predicted membrane proteins	0	0	1	0	0	0	0	0
ARHGAP35	Cancer-related genes, Predicted intracellular proteins	1	0	0	0	0	0	1	0
PTGIR	FDA approved drug targets, G-protein coupled receptors, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	0	0	1	0	0	0	0	0
CALM3	Cancer-related genes, Plasma proteins, Predicted intracellular proteins, RAS pathway related proteins, Transporters	0	1	0	0	0	0	1	0
DFFA	Plasma proteins, Predicted intracellular proteins	0	0	0	0	0	0	0	0
CCDC28B	Disease related genes, Predicted intracellular proteins	0	0	0	0	0	0	0	0
IQCC	Predicted intracellular proteins	0	0	0	0	0	0	0	0
TMEM234	Predicted membrane proteins, Transporters	0	1	0	0	0	0	0	0
BSDC1	Predicted intracellular proteins	0	0	0	0	0	0	0	0
ZBTB8A	Predicted intracellular proteins	1	0	0	0	0	0	0	0
ATAD3B	Predicted intracellular proteins	0	0	0	0	0	0	0	0
SSU72	Enzymes, Predicted intracellular proteins	0	0	0	1	0	0	0	1
UBE2J2	Enzymes, Predicted intracellular proteins, Predicted membrane proteins	0	0	0	1	0	0	0	0
ZNF362	Predicted intracellular proteins, Transcription factors	1	0	0	0	0	0	0	0
FNDC5	Predicted membrane proteins	0	0	0	0	0	0	0	0
CPAMD8	Disease related genes, Predicted intracellular proteins, Predicted secreted proteins	0	0	0	0	0	0	0	0
NR2F6	Nuclear receptors, Predicted intracellular proteins, Transcription factors	1	0	1	0	0	0	0	0
ANKLE1	Predicted intracellular proteins, Predicted membrane proteins	0	0	0	0	0	0	0	0
CCDC58	Predicted intracellular proteins	0	0	0	0	0	0	0	0
VMA21	Disease related genes, Predicted membrane proteins	0	0	0	0	0	0	0	0
KALRN	Cancer-related genes, Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins	0	0	0	1	0	1	1	0
CILP2	Predicted secreted proteins	0	0	0	0	0	0	0	0
ABCG1	Predicted membrane proteins, Predicted secreted proteins, Transporters	0	1	0	0	0	0	0	0
TFF3	Predicted intracellular proteins, Predicted secreted proteins	0	0	0	0	0	0	0	0
TFF2	Cancer-related genes, Predicted secreted proteins	0	0	0	0	0	0	1	0
TFF1	Cancer-related genes, Plasma proteins, Predicted secreted proteins	0	0	0	0	0	0	1	0
TMPRSS3	Cancer-related genes, Disease related genes, Enzymes, Potential drug targets, Predicted membrane proteins	0	0	0	1	1	0	1	0
UBASH3A	Predicted intracellular proteins	0	0	0	0	0	0	0	0
RSPH1	Disease related genes, Predicted intracellular proteins	0	0	0	0	0	0	0	0
SLC37A1	Predicted intracellular proteins, Predicted membrane proteins, Transporters	0	1	0	0	0	0	0	0
PDE9A	Enzymes, Predicted intracellular proteins	0	0	0	1	0	0	0	0
WDR4	Predicted intracellular proteins	0	0	0	0	0	0	0	1
NDUFV3	Plasma proteins, Predicted intracellular proteins	0	0	0	0	0	0	0	0
PKNOX1	Predicted intracellular proteins, Transcription factors	1	0	0	0	0	0	0	0
CBS	Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins	0	0	0	1	0	0	0	0
U2AF1	Cancer-related genes, Plasma proteins, Predicted intracellular proteins	0	0	0	0	0	0	1	1
CRYAA	Disease related genes, Plasma proteins, Predicted intracellular proteins	0	0	0	0	0	0	0	0
HSF2BP	Predicted intracellular proteins	0	0	0	0	0	0	0	0
RRP1B	Plasma proteins, Predicted intracellular proteins	0	0	0	0	0	0	0	1
PDXK	Enzymes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins	0	0	0	1	0	0	0	0
G6PD	Cancer-related genes, Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins	0	0	0	1	0	0	1	0
CSTB	Cancer-related genes, Disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Transporters	0	1	0	0	0	0	1	0
RRP1	Predicted intracellular proteins	0	0	0	0	0	0	0	1
AGPAT3	Enzymes, Predicted membrane proteins	0	0	0	1	0	0	0	0
TRAPPC10	Plasma proteins, Predicted intracellular proteins	0	0	0	0	0	0	0	0
GAB3	Predicted intracellular proteins	0	0	0	0	0	0	0	0
C21orf33	Predicted intracellular proteins, Predicted secreted proteins	0	0	0	0	0	0	0	0
ICOSLG	CD markers, Plasma proteins, Predicted membrane proteins	0	0	0	0	0	0	0	0
AIRE	Disease related genes, Predicted intracellular proteins, Transcription factors	1	0	0	0	0	0	0	0
C21orf2	Predicted intracellular proteins	0	0	0	0	0	0	0	0
ZNF66	Predicted intracellular proteins, Predicted membrane proteins, Transcription factors	1	0	0	0	0	0	0	0
LRRC3	Plasma proteins, Predicted membrane proteins	0	0	0	0	0	0	0	0
